RPL23AP91 51.82
MIR6770-2 34.8
RNU5E-9P 57.370000000000005
PHRF1 28.21
RN7SKP151 86.42
LINC01072 38.91
RNU4ATAC4P 45.63
SNORD115-46 69.89500000000001
MRPL37P1 93.16499999999999
OSTCP5 40.495000000000005
CCDC66 72.83500000000001
TTTY7B 55.765
RPS26P53 45.28
LINC02174 49.39
MIR509-2 21.7
GPR21 45.045
RPL7AP30 19.595
RNU6-718P 56.86
CCDC60 62.21
LINC01634 48.54
ZNF664 25.75
PFKM 33.29
MRRF 38.64
TSTD3 19.38
GLC1B 68.66
MIR1243 54.26
SMCR8 78.63
KIAA0040 60.955
GDF11 54.17
RPL7P21 38.87
TXNP4 65.92500000000001
MIR658 54.34
LINC01230 39.615
NDUFV2-AS1 69.745
DAD1 47.834999999999994
MIR4650-1 38.465
LINC01010 36.12
CTSZ 36.24
SNORD105B 14.015
IGHV3-9 50.61
RNU6-1326P 53.29
POPDC3 72.205
SCRG1 60.489999999999995
RPL32P13 78.33
RNU6-1270P 35.335
STAC 66.725
LRRC14B 50.8
TNIP2 28.0
DBIL5P2 42.31
PRAMEF15 52.27
ENTPD1-AS1 55.58500000000001
LINC02035 46.765
MAP3K8 60.31
PTS 16.33
KRT8P42 60.67
RNU6-794P 54.11
FNBP1 25.27
DYX2 69.45
RPS26P30 40.59
NRG1 64.325
RPL36AP12 37.835
SCARNA18B 65.43
ZP4 30.435
KRT8P22 45.605000000000004
ADNP-AS1 18.95
PAIP1 51.085
DBX2 22.945
MIR6828 69.17
RPS2P16 57.004999999999995
GAGE4 45.3
CCDC54 39.31
MIR335 59.89
RNY4P14 27.845
RPL21P72 49.525
CTBP2P4 62.37
CCDC85B 34.365
SDF4 21.2
MIR5093 41.795
RN7SKP19 29.2
COMMD9 69.81
PRELID1 60.28
RPS2P25 76.85
NAPGP1 64.76
PCDH20 56.55
SNORD32B 51.735
RPS12P4 51.16
LINC01874 50.36
CARSP2 68.71
EVI2B 30.07
RNU6ATAC31P 52.715
LINC02040 48.03
LINC01767 53.93
RBM47 37.21
RNU6-153P 28.71
NDUFB4P12 53.09
RNU6-1052P 78.68
LINC01679 61.41
RGPD5 61.605
ANAPC4 60.59
RPS14P10 64.07
RPS3AP38 55.4
CICP26 13.82
CLDN7 48.43
ZNF581 65.095
FRA7J 15.18
CXorf51B 54.45
EEF1E1 70.62
RPL21P117 17.35
SYNGR1 45.535
LINC00858 20.4
LINC01054 41.08
RPS29P8 70.43
MKX-AS1 13.58
RN7SL460P 34.665
DUXAP7 62.235
LINC01628 82.48
RN7SL451P 65.57
SNORD116-8 71.35
RPL23AP76 45.144999999999996
RPL24P8 38.25
C18orf12 47.635000000000005
FGGY 43.645
RPSAP60 78.42
SNORD114-16 62.175
LINC01817 52.650000000000006
PHB2P1 59.14
SNORA13 25.79
RNU7-21P 44.36
RNU6-1217P 63.41
RANBP9 90.35
HDAC10 56.425000000000004
RPS26P23 34.35
GINGF2 36.89
RPS4Y1P1 68.97
ZNF571 48.23
RPL26P28 84.015
RN7SL504P 54.0
LINC01924 53.379999999999995
RN7SL791P 45.07
RN7SL546P 42.485
HNRNPRP3 44.78
MTCYBP41 31.65
RPL12P3 46.6
MIR3180-1 44.88
RN7SL121P 108.36
RNU6-589P 39.65
DPP10-AS1 62.015
CCKAR 38.74
GPR119 35.42
LINC01872 43.214999999999996
TTC4 33.415
KRTAP2-2 36.035
NOC2LP1 54.88
LINC01655 63.21
MIR3180-5 71.95
RPL26P24 42.33
MIR625 47.85
PIRC17 55.56
LINC00964 30.52
KRTAP10-5 33.76
TMEM108 59.17
MIR155 39.65
ADORA2A 29.39
UBE2V1P14 47.18
MIR7853 87.875
RPL26P4 63.325
ZNF474 28.945
TRABD 57.05
SALRNA3 59.98
RN7SL668P 75.14
MIR8083 59.4
HNRNPKP1 54.79
RNU6-223P 64.795
TXNP3 25.745
RPL12P18 31.43
ZNF189 60.94
RNU4ATAC17P 63.95
LINC01703 61.32
VN1R19P 33.98
PRR20FP 69.6
RPS19BP1 46.39
ADI1P2 38.13
TRAJ36 32.61
RPL5P24 21.490000000000002
C20orf202 51.925
HEMK1 81.72
RNU1-84P 69.05
LINC01132 29.8
MAPKAPK2 36.26
EIF1B-AS1 48.725
MIR3973 63.82000000000001
OPHN1 56.54
RNU6-191P 71.46
SNORD116-30 55.12
RPS23P9 80.635
RN7SKP235 59.39
PQLC2 52.400000000000006
EIF4A2P3 57.8
RN7SKP180 52.58
CKS1BP5 43.84
LINC02009 36.87
TDRD12 61.95
CHCHD4P5 46.629999999999995
HNRNPA0 62.67
C1QTNF3 61.76
PRAMEF30P 81.565
MADCAM1 62.1
RPL29P4 36.36
MIR491 64.77
SNORD141A 55.69
LINC01124 50.11
RPL36AP50 60.95
VCY1B 31.03
PVR 59.33
RPL5P9 33.11
NBEAP5 37.38
RPL30P11 34.815
VN1R40P 51.25
MIA2 37.54
DMRT2 53.74
CDK5RAP3 53.03
RPS9P4 44.8
MAPK6 62.805
RNU1-41P 51.61
UQCRHP1 64.66
HMGB1P51 71.1
RNU6-447P 56.85
RNU6-1263P 49.89
YARS 37.58
CLIP1-AS1 55.055
ZPAXP 47.79
SPATA6 35.705
SEPT14 25.244999999999997
C2orf48 58.035
RNU6-1255P 62.745000000000005
KRTAP4-9 50.055
KCNMB2-AS1 60.14
RN7SKP127 53.64
EEF1B2P7 64.055
SCARNA26A 30.89
WTIP 50.53
COD2 52.67
N4BP3 29.909999999999997
PRKCSH 34.05
RPS15AP31 84.7
MIR548AD 74.17
RPS3AP30 43.65
KLHDC8B 62.35
MIR7-1 21.68
FH 54.74
PLPPR3 30.92
SNX18P27 34.75
SNORA53 54.6
RNU6-304P 61.395
MIR142 33.75
PCDHA13 56.065
RNF38 38.43
CENPJ 76.51
PPH2 43.305
NPAP1P2 25.904999999999998
RNU6-783P 45.584999999999994
MIR6742 61.62
GPR22 68.42
HPCA 47.565
GPC4 33.94
RPL35AP33 60.44
RAC1P9 57.81
RPL27P12 53.305
RPL10P6 57.349999999999994
RN7SL663P 55.33
RN7SL566P 53.23
WBP2 62.12
TXNP7 87.11
RPL10A 44.334999999999994
RN7SL478P 54.8
TRBV7-6 54.515
ZNF337-AS1 40.455
KRT18P30 92.14
SNORA70I 43.735
NRN1 37.595
IGHV3-43 47.55
UQCRFS1P3 44.46
RPL7AP67 45.095
RN7SL539P 88.11500000000001
PRR20B 59.67
ZNF524 83.16
MTRNR2L7 26.53
RPS15AP2 90.375
SORD2P 57.02
RPL29P15 49.3
KRTAP3-2 46.205
BRD7P6 74.51
RPS29P17 40.14
RP9 34.989999999999995
ZNF441 59.39
TACR2 66.13
SNORD115-42 44.56
KRTAP9-1 41.97
ZBTB20-AS5 22.85
RPL32P33 33.21
IGLC3 39.99
LINC00501 54.209999999999994
RNU6-917P 48.76
SNORD110 36.0
RN7SL625P 47.6
C2orf42 15.65
RN7SKP129 28.27
RNU4-71P 26.18
LINC02200 67.295
HNRNPA3P12 50.55500000000001
RNU7-195P 64.245
MIR3668 60.17
ANXA6 44.15
RAB1A 61.755
RPL6P25 42.285
LINC00457 41.16
C10orf128 62.655
C16orf87 56.379999999999995
RNU6-807P 79.01
AFMID 37.05
CDCA4P2 36.74
RNU6-854P 29.06
GART 73.71
E2F8 48.53
RPS13P2 61.7
TMEM108-AS1 61.57
RILP 26.12
NXF2B 86.17
RNU6-669P 43.24
RNU6-708P 46.74
LINC00892 81.06
SNORD115-43 38.4
CHCHD2P11 19.64
RPS2P21 31.14
CAPS 45.71
DFNB38 37.53
RNU1-76P 60.88
RNF225 64.0
NPAP1P3 71.06
RNU6-544P 87.66
KRT8P6 37.35
MTDHP2 61.51
CHCHD6 30.9
ACSF2 28.69
MAPK6PS2 42.27
SNORD111 66.6
RNY3P5 85.29
RNU1-36P 57.68
INPP1 63.01
MIR378B 44.02
FRMPD2 34.22
PDCD4-AS1 56.66
RNY3P10 97.95
RNU6-905P 12.97
RNU7-81P 57.94
GBP4 41.34
RN7SL474P 72.38
GSTTP2 31.59
FN1 36.86
NRG3 65.77
PGM1 45.31
RNU2-46P 30.91
MIR624 47.19
TXNP5 41.48
ENTHD1 55.27
C18orf32 64.1
CTD 54.25
ICMT 37.36
RPL12P1 43.78
ZNF469 26.82
FOXP4-AS1 8.29
GPHB5 40.12
CAPN10 76.75
KRT8P36 70.15
LYPD1 46.2
RPL36AP30 33.18
C6orf1 38.16
LINC00537 3.89
BANK1 55.58
RPS2P24 23.22
AQP7P4 87.38
RNU7-36P 17.37
MRPS18CP3 62.7
HLA-N 23.24
CYCSP22 60.31
LINC00582 51.94
ZNF219 31.03
MIR592 63.77
TREHP1 85.39
MIR337 40.12
RNY4P22 37.11
RN7SKP171 90.35
HEATR1 74.95
TRBV6-1 29.88
C5orf58 33.57
CMT1A 41.33
RNU6-1340P 21.29
GDPD4 61.21
TNPO3 41.85
RBM27 51.57
MIR5011 1.32
GAPDHP76 72.13
MIR4770 52.26
RPL17P11 41.49
RPL5 79.34
RPS10P18 37.35
IL9RP1 39.97
KIAA1429 30.83
ZNF888 14.59
DUX4L27 32.08
RPL21P120 43.33
SPACA5B 43.42
LINC01686 56.1
P2RX5-TAX1BP3 40.84
LINC01247 13.01
RN7SL495P 31.6
RPL23AP18 71.52
SAA2-SAA4 53.74
RNU6-813P 74.04
FRA2F 50.6
LINC00692 81.88
BCL9P1 12.17
GHDC 52.99
MIR7-2 38.97
MIR3974 64.63
HAL 55.13
RPL32P10 48.1
ODCP 102.18
CKAP2 60.28
TMEM26-AS1 60.2
MIR3171 60.89
LINC00670 72.24
MIR1306 48.79
LAMP5-AS1 88.71
HEBP1 56.2
FOLH1B 30.52
TSPY4 47.06
AASDH 45.86
GFOD2 74.91
RPL5P8 31.81
BRD8 88.29
FGFRL1 46.34
RN7SL426P 66.82
RAB13 72.24
MIR510 40.73
RPS3P7 33.67
RNU4ATAC9P 38.58
RNU6-296P 28.15
DEPDC5 55.13
NEDD8 60.04
SNRPGP20 59.83
MIR3681HG 2.43
RPL19P20 16.53
WDR37 68.79
LRRC25 48.63
MED28P5 34.98
LINC01630 49.47
ZNF709 84.69
IL17RC 41.65
RPS18P9 45.94
TBX5 27.93
LRRC42 58.29
ATL3 45.63
RN7SL849P 56.69
RN7SL560P 10.16
MIR15A 60.33
RNU6-1280P 47.81
PDE9A 31.84
CPQ 49.56
MRX84 53.82
RPS27AP3 61.98
SNAR-I 68.18
RNU6-790P 38.49
RN7SL135P 27.19
RN7SKP173 47.25
RPS10P28 91.83
NRADDP 8.05
MIR2114 55.13
RPL19P3 58.35
MIR6875 52.29
RPL17P33 84.82
AMCN 31.75
MIR4768 1.13
RPL37 44.03
ZBTB1 2.84
PAICSP6 70.29
LINC01120 63.82
TBX20 56.16
LINC00959 59.52
MIR1302-9 46.96
TMEM173 78.61
PCDHGA5 14.86
SPAG17 67.98
RNU6-528P 31.7
SMYD4 3.34
USP32P1 97.35
RPS15AP37 48.18
CCDC130 61.3
MIR3152 40.7
RNU6-100P 24.47
LINC01645 33.75
MIR224 49.46
RPS27AP11 86.97
RNU6-637P 72.45
RN7SKP90 111.45
RPS26P58 39.0
MIR1343 12.38
RPS12P10 58.84
LINC02018 43.46
DCST1-AS1 35.88
GAPDHP25 42.8
SPATC1 41.5
RN7SL73P 41.94
RNU6-697P 48.1
SAMD12 18.05
LINC00648 53.34
KPNA2P1 20.28
MIR548F4 55.52
RPL39P12 64.77
CHRFAM7AP2 78.44
CT47A11 79.12
RNU2-25P 41.91
CMD1K 45.68
RPL18P12 78.95
XPO5 16.84
MIR524 9.48
RABEPKP1 75.39
RNU6-272P 37.07
ZNF649-AS1 70.95
PGBD4P8 25.1
IBD6 7.62
EIF4BP4 43.66
PIRC32 20.03
RPL17P34 9.85
CCNG2P1 72.9
IGHD4-17 40.19
VN1R41P 60.97
RNU6-1301P 35.76
LINC02179 18.37
KLHDC7A 49.16
MYO15A 80.97
LINC01755 53.33
FBXO41 37.15
PFN1 17.85
SCML4 79.33
TTC31 18.63
PIRC46 65.82
TRAJ27 68.52
MIR4530 63.29
RNU6-467P 56.15
RN7SL843P 40.21
RN7SL697P 51.01
MRPS12 58.81
RN7SL703P 63.64
RN7SL617P 67.99
VIPR1 41.67
USP9YP27 42.16
INS-IGF2 70.6
RNU6-687P 48.46
CCDC63 21.0
EEF1A1P28 47.93
RPL3P10 41.24
RPS26P12 98.42
RNU6-455P 59.46
